'N {11032 : 4 , 11066 : 1 , 11078 : 1 , } 
'S {11083 : 1 , 11112 : 1 , 11140 : 1 , 11152 : 1 , 11172 : 1 , 11213 : 1 , 11242 : 1 , 11250 : 2 , 11258 : 1 , 11275 : 1 , 11287 : 1 , 11288 : 1 , 11290 : 1 , 11293 : 1 , 11297 : 1 , 11314 : 1 , 11322 : 1 , 11333 : 1 , 11345 : 1 , 11368 : 1 , 11417 : 1 , 11420 : 1 , 11421 : 1 , 11430 : 1 , 11437 : 1 , 11444 : 1 , 11446 : 1 , 11450 : 1 , 11458 : 2 , 11460 : 1 , 11490 : 1 , 11519 : 1 , 11551 : 1 , 11577 : 1 , 11593 : 1 , 11604 : 1 , 11652 : 1 , 11688 : 1 , 11709 : 1 , } 
'd {11455 : 1 , 11520 : 1 , } 
'll {11455 : 1 , 11456 : 1 , 11520 : 1 , } 
'm {11430 : 1 , } 
/UNKNOWN {11001 : 1 , 11002 : 1 , 11003 : 1 , 11004 : 1 , 11005 : 1 , 11006 : 1 , 11007 : 1 , 11008 : 1 , 11009 : 1 , 11010 : 1 , 11011 : 1 , 11012 : 1 , 11013 : 1 , 11014 : 1 , 11015 : 1 , 11016 : 1 , 11017 : 1 , 11018 : 1 , 11019 : 1 , 11020 : 1 , 11021 : 1 , 11022 : 1 , 11023 : 1 , 11024 : 1 , 11025 : 1 , 11026 : 1 , 11027 : 1 , 11028 : 1 , 11029 : 1 , 11030 : 1 , 11031 : 1 , 11032 : 1 , 11033 : 1 , 11034 : 1 , 11035 : 1 , 11036 : 1 , 11037 : 1 , 11038 : 1 , 11039 : 1 , 11040 : 1 , 11041 : 1 , 11042 : 1 , 11043 : 1 , 11044 : 1 , 11045 : 1 , 11046 : 1 , 11047 : 1 , 11048 : 1 , 11049 : 1 , 11050 : 1 , 11051 : 1 , 11052 : 1 , 11053 : 1 , 11054 : 1 , 11055 : 1 , 11056 : 1 , 11057 : 1 , 11058 : 1 , 11059 : 1 , 11060 : 1 , 11061 : 1 , 11062 : 1 , 11063 : 1 , 11064 : 1 , 11065 : 1 , 11066 : 1 , 11067 : 1 , 11068 : 1 , 11069 : 1 , 11070 : 1 , 11071 : 1 , 11072 : 1 , 11073 : 1 , 11074 : 1 , 11075 : 1 , 11076 : 1 , 11077 : 1 , 11078 : 1 , 11079 : 1 , 11080 : 1 , 11081 : 1 , 11082 : 1 , 11083 : 1 , 11084 : 1 , 11085 : 1 , 11086 : 1 , 11087 : 1 , 11088 : 1 , 11089 : 1 , 11090 : 1 , 11091 : 1 , 11092 : 1 , 11093 : 1 , 11094 : 1 , 11095 : 1 , 11096 : 1 , 11097 : 1 , 11098 : 1 , 11099 : 1 , 11100 : 1 , 11101 : 1 , 11102 : 1 , 11103 : 1 , 11104 : 1 , 11105 : 1 , 11106 : 1 , 11107 : 1 , 11108 : 1 , 11109 : 1 , 11110 : 1 , 11111 : 1 , 11112 : 1 , 11113 : 1 , 11114 : 1 , 11115 : 1 , 11116 : 1 , 11117 : 1 , 11118 : 1 , 11119 : 1 , 11120 : 1 , 11121 : 1 , 11122 : 1 , 11123 : 1 , 11124 : 1 , 11125 : 1 , 11126 : 1 , 11127 : 1 , 11128 : 1 , 11129 : 1 , 11130 : 1 , 11131 : 1 , 11132 : 1 , 11133 : 1 , 11134 : 1 , 11135 : 1 , 11136 : 1 , 11137 : 1 , 11138 : 1 , 11139 : 1 , 11140 : 1 , 11141 : 1 , 11142 : 1 , 11143 : 1 , 11144 : 1 , 11145 : 1 , 11146 : 1 , 11147 : 1 , 11148 : 1 , 11149 : 1 , 11150 : 1 , 11151 : 1 , 11152 : 1 , 11153 : 1 , 11154 : 1 , 11155 : 1 , 11156 : 1 , 11157 : 1 , 11158 : 1 , 11159 : 1 , 11160 : 1 , 11161 : 1 , 11162 : 1 , 11163 : 1 , 11164 : 1 , 11165 : 1 , 11166 : 1 , 11167 : 1 , 11168 : 1 , 11169 : 1 , 11170 : 1 , 11171 : 1 , 11172 : 1 , 11173 : 1 , 11174 : 1 , 11175 : 1 , 11176 : 1 , 11177 : 1 , 11178 : 1 , 11179 : 1 , 11180 : 1 , 11181 : 1 , 11182 : 1 , 11183 : 1 , 11184 : 1 , 11185 : 1 , 11186 : 1 , 11187 : 1 , 11188 : 1 , 11189 : 1 , 11190 : 1 , 11191 : 1 , 11192 : 1 , 11193 : 1 , 11194 : 1 , 11195 : 1 , 11196 : 1 , 11197 : 1 , 11198 : 1 , 11199 : 1 , 11200 : 1 , 11201 : 1 , 11202 : 1 , 11203 : 1 , 11204 : 1 , 11205 : 1 , 11206 : 1 , 11207 : 1 , 11208 : 1 , 11209 : 1 , 11210 : 1 , 11211 : 1 , 11212 : 1 , 11213 : 1 , 11214 : 1 , 11215 : 1 , 11216 : 1 , 11217 : 1 , 11218 : 1 , 11219 : 1 , 11220 : 1 , 11221 : 1 , 11222 : 1 , 11223 : 1 , 11224 : 1 , 11225 : 1 , 11226 : 1 , 11227 : 1 , 11228 : 1 , 11229 : 1 , 11230 : 1 , 11231 : 1 , 11232 : 1 , 11233 : 1 , 11234 : 1 , 11235 : 1 , 11236 : 1 , 11237 : 1 , 11238 : 1 , 11239 : 1 , 11240 : 1 , 11241 : 1 , 11242 : 1 , 11243 : 1 , 11244 : 1 , 11245 : 1 , 11246 : 1 , 11247 : 1 , 11248 : 1 , 11249 : 1 , 11250 : 1 , 11251 : 1 , 11252 : 1 , 11253 : 1 , 11254 : 1 , 11255 : 1 , 11256 : 1 , 11257 : 1 , 11258 : 1 , 11259 : 1 , 11260 : 1 , 11261 : 1 , 11262 : 1 , 11263 : 1 , 11264 : 1 , 11265 : 1 , 11266 : 1 , 11267 : 1 , 11268 : 1 , 11269 : 1 , 11270 : 1 , 11271 : 1 , 11272 : 1 , 11273 : 1 , 11274 : 1 , 11275 : 1 , 11276 : 1 , 11277 : 1 , 11278 : 1 , 11279 : 1 , 11280 : 1 , 11281 : 1 , 11282 : 1 , 11283 : 1 , 11284 : 1 , 11285 : 1 , 11286 : 1 , 11287 : 1 , 11288 : 1 , 11289 : 1 , 11290 : 1 , 11291 : 1 , 11292 : 1 , 11293 : 1 , 11294 : 1 , 11295 : 1 , 11296 : 1 , 11297 : 1 , 11298 : 1 , 11299 : 1 , 11300 : 1 , 11301 : 1 , 11302 : 1 , 11303 : 1 , 11304 : 1 , 11305 : 1 , 11306 : 1 , 11307 : 1 , 11308 : 1 , 11309 : 1 , 11310 : 1 , 11311 : 1 , 11312 : 1 , 11313 : 1 , 11314 : 1 , 11315 : 1 , 11316 : 1 , 11317 : 1 , 11318 : 1 , 11319 : 1 , 11320 : 1 , 11321 : 1 , 11322 : 1 , 11323 : 1 , 11324 : 1 , 11325 : 1 , 11326 : 1 , 11327 : 1 , 11328 : 1 , 11329 : 1 , 11330 : 1 , 11331 : 1 , 11332 : 1 , 11333 : 1 , 11334 : 1 , 11335 : 1 , 11336 : 1 , 11337 : 1 , 11338 : 1 , 11339 : 1 , 11340 : 1 , 11341 : 1 , 11342 : 1 , 11343 : 1 , 11344 : 1 , 11345 : 1 , 11346 : 1 , 11347 : 1 , 11348 : 1 , 11349 : 1 , 11350 : 1 , 11351 : 1 , 11352 : 1 , 11353 : 1 , 11354 : 1 , 11355 : 1 , 11356 : 1 , 11357 : 1 , 11358 : 1 , 11359 : 1 , 11360 : 1 , 11361 : 1 , 11362 : 1 , 11363 : 1 , 11364 : 1 , 11365 : 1 , 11366 : 1 , 11367 : 1 , 11368 : 1 , 11369 : 1 , 11370 : 1 , 11371 : 1 , 11372 : 1 , 11373 : 1 , 11374 : 1 , 11375 : 1 , 11376 : 1 , 11377 : 1 , 11378 : 1 , 11379 : 1 , 11380 : 1 , 11381 : 1 , 11382 : 1 , 11383 : 1 , 11384 : 1 , 11385 : 1 , 11386 : 1 , 11387 : 1 , 11388 : 1 , 11389 : 1 , 11390 : 1 , 11391 : 1 , 11392 : 1 , 11393 : 1 , 11394 : 1 , 11395 : 1 , 11396 : 1 , 11397 : 1 , 11398 : 1 , 11399 : 1 , 11400 : 1 , 11401 : 1 , 11402 : 1 , 11403 : 1 , 11404 : 1 , 11405 : 1 , 11406 : 1 , 11407 : 1 , 11408 : 1 , 11409 : 1 , 11410 : 1 , 11411 : 1 , 11412 : 1 , 11413 : 1 , 11414 : 1 , 11415 : 1 , 11416 : 1 , 11417 : 1 , 11418 : 1 , 11419 : 1 , 11420 : 1 , 11421 : 1 , 11422 : 1 , 11423 : 1 , 11424 : 1 , 11425 : 1 , 11426 : 1 , 11427 : 1 , 11428 : 1 , 11429 : 1 , 11430 : 1 , 11431 : 1 , 11432 : 1 , 11433 : 1 , 11434 : 1 , 11435 : 1 , 11436 : 1 , 11437 : 1 , 11438 : 1 , 11439 : 1 , 11440 : 1 , 11441 : 1 , 11442 : 1 , 11443 : 1 , 11444 : 1 , 11445 : 1 , 11446 : 1 , 11447 : 1 , 11448 : 1 , 11449 : 1 , 11450 : 1 , 11451 : 1 , 11452 : 1 , 11453 : 1 , 11454 : 1 , 11455 : 1 , 11456 : 1 , 11457 : 1 , 11458 : 1 , 11459 : 1 , 11460 : 1 , 11461 : 1 , 11462 : 1 , 11463 : 1 , 11464 : 1 , 11465 : 1 , 11466 : 1 , 11467 : 1 , 11468 : 1 , 11469 : 1 , 11470 : 1 , 11471 : 1 , 11472 : 1 , 11473 : 1 , 11474 : 1 , 11475 : 1 , 11476 : 1 , 11477 : 1 , 11478 : 1 , 11479 : 1 , 11480 : 1 , 11481 : 1 , 11482 : 1 , 11483 : 1 , 11484 : 1 , 11485 : 1 , 11486 : 1 , 11487 : 1 , 11488 : 1 , 11489 : 1 , 11490 : 1 , 11491 : 1 , 11492 : 1 , 11493 : 1 , 11494 : 1 , 11495 : 1 , 11496 : 1 , 11497 : 1 , 11498 : 1 , 11499 : 1 , 11500 : 1 , 11501 : 1 , 11502 : 1 , 11503 : 1 , 11504 : 1 , 11505 : 1 , 11506 : 1 , 11507 : 1 , 11508 : 1 , 11509 : 1 , 11510 : 1 , 11511 : 1 , 11512 : 1 , 11513 : 1 , 11514 : 1 , 11515 : 1 , 11516 : 1 , 11517 : 1 , 11518 : 1 , 11519 : 1 , 11520 : 1 , 11521 : 1 , 11522 : 1 , 11523 : 1 , 11524 : 1 , 11525 : 1 , 11526 : 1 , 11527 : 1 , 11528 : 1 , 11529 : 1 , 11530 : 1 , 11531 : 1 , 11532 : 1 , 11533 : 1 , 11534 : 1 , 11535 : 1 , 11536 : 1 , 11537 : 1 , 11538 : 1 , 11539 : 1 , 11540 : 1 , 11541 : 1 , 11542 : 1 , 11543 : 1 , 11544 : 1 , 11545 : 1 , 11546 : 1 , 11547 : 1 , 11548 : 1 , 11549 : 1 , 11550 : 1 , 11551 : 1 , 11552 : 1 , 11553 : 1 , 11554 : 1 , 11555 : 1 , 11556 : 1 , 11557 : 1 , 11558 : 1 , 11559 : 1 , 11560 : 1 , 11561 : 1 , 11562 : 1 , 11563 : 1 , 11564 : 1 , 11565 : 1 , 11566 : 1 , 11567 : 1 , 11568 : 1 , 11569 : 1 , 11570 : 1 , 11571 : 1 , 11572 : 1 , 11573 : 1 , 11574 : 1 , 11575 : 1 , 11576 : 1 , 11577 : 1 , 11578 : 1 , 11579 : 1 , 11580 : 1 , 11581 : 1 , 11582 : 1 , 11583 : 1 , 11584 : 1 , 11585 : 1 , 11586 : 1 , 11587 : 1 , 11588 : 1 , 11589 : 1 , 11590 : 1 , 11591 : 1 , 11592 : 1 , 11593 : 1 , 11594 : 1 , 11595 : 1 , 11596 : 1 , 11597 : 1 , 11598 : 1 , 11599 : 1 , 11600 : 1 , 11601 : 1 , 11602 : 1 , 11603 : 1 , 11604 : 1 , 11605 : 1 , 11606 : 1 , 11607 : 1 , 11608 : 1 , 11609 : 1 , 11610 : 1 , 11611 : 1 , 11612 : 1 , 11613 : 1 , 11614 : 1 , 11615 : 1 , 11616 : 1 , 11617 : 1 , 11618 : 1 , 11619 : 1 , 11620 : 1 , 11621 : 1 , 11622 : 1 , 11623 : 1 , 11624 : 1 , 11625 : 1 , 11626 : 1 , 11627 : 1 , 11628 : 1 , 11629 : 1 , 11630 : 1 , 11631 : 1 , 11632 : 1 , 11633 : 1 , 11634 : 1 , 11635 : 1 , 11636 : 1 , 11637 : 1 , 11638 : 1 , 11639 : 1 , 11640 : 1 , 11641 : 1 , 11642 : 1 , 11643 : 1 , 11644 : 1 , 11645 : 1 , 11646 : 1 , 11647 : 1 , 11648 : 1 , 11649 : 1 , 11650 : 1 , 11651 : 1 , 11652 : 1 , 11653 : 1 , 11654 : 1 , 11655 : 1 , 11656 : 1 , 11657 : 1 , 11658 : 1 , 11659 : 1 , 11660 : 1 , 11661 : 1 , 11662 : 1 , 11663 : 1 , 11664 : 1 , 11665 : 1 , 11666 : 1 , 11667 : 1 , 11668 : 1 , 11669 : 1 , 11670 : 1 , 11671 : 1 , 11672 : 1 , 11673 : 1 , 11674 : 1 , 11675 : 1 , 11676 : 1 , 11677 : 1 , 11678 : 1 , 11679 : 1 , 11680 : 1 , 11681 : 1 , 11682 : 1 , 11683 : 1 , 11684 : 1 , 11685 : 1 , 11686 : 1 , 11687 : 1 , 11688 : 1 , 11689 : 1 , 11690 : 1 , 11691 : 1 , 11692 : 1 , 11693 : 1 , 11694 : 1 , 11695 : 1 , 11696 : 1 , 11697 : 1 , 11698 : 1 , 11699 : 1 , 11700 : 1 , 11701 : 1 , 11702 : 1 , 11703 : 1 , 11704 : 1 , 11705 : 1 , 11706 : 1 , 11707 : 1 , 11708 : 1 , 11709 : 1 , 11710 : 1 , 11711 : 1 , 11712 : 1 , } 
0.03 {11160 : 1 , } 
0.051675 {11663 : 1 , } 
0.1 {11331 : 1 , } 
0.1365 {11396 : 1 , 11515 : 1 , } 
0.185 {11627 : 1 , 11638 : 1 , } 
0.2 {11379 : 3 , } 
0.3 {11070 : 1 , 11261 : 1 , 11331 : 1 , } 
0.4 {11197 : 2 , 11273 : 1 , } 
0.5 {11070 : 1 , 11259 : 1 , 11261 : 2 , 11356 : 1 , 11546 : 1 , } 
0.7 {11070 : 1 , 11259 : 1 , 11261 : 2 , 11356 : 1 , 11546 : 1 , } 
0.8 {11187 : 1 , 11331 : 1 , 11379 : 1 , } 
0.9 {11261 : 2 , 11379 : 1 , } 
0/92 {11082 : 2 , } 
0009 {11289 : 1 , } 
0010 {11066 : 1 , 11069 : 1 , 11164 : 1 , 11277 : 1 , 11422 : 1 , 11511 : 1 , 11554 : 1 , 11556 : 1 , 11610 : 1 , } 
0011 {11127 : 1 , 11162 : 1 , 11384 : 1 , 11573 : 1 , 11595 : 1 , 11660 : 1 , 11692 : 1 , 11697 : 1 , 11702 : 1 , } 
0012 {11286 : 1 , 11353 : 1 , 11584 : 1 , 11596 : 1 , 11662 : 1 , 11701 : 1 , } 
0013 {11006 : 1 , 11077 : 1 , 11079 : 1 , 11159 : 1 , 11259 : 1 , 11326 : 1 , 11421 : 1 , 11458 : 1 , 11488 : 1 , 11495 : 1 , 11496 : 1 , 11531 : 1 , 11616 : 1 , 11682 : 1 , } 
0014 {11072 : 1 , 11073 : 1 , 11139 : 1 , 11140 : 1 , 11394 : 1 , 11417 : 1 , 11420 : 1 , 11480 : 1 , 11501 : 1 , 11547 : 1 , 11612 : 1 , 11668 : 1 , } 
0015 {11012 : 1 , 11288 : 1 , 11295 : 1 , 11469 : 1 , 11513 : 1 , 11537 : 1 , 11593 : 1 , 11609 : 1 , 11611 : 1 , 11686 : 1 , 11691 : 1 , 11699 : 1 , } 
0016 {11607 : 1 , 11608 : 1 , } 
0019 {11290 : 1 , } 
0021 {11293 : 1 , } 
0022 {11571 : 1 , 11572 : 1 , } 
0023 {11115 : 1 , 11628 : 1 , } 
0024 {11154 : 1 , 11500 : 1 , } 
0025 {11057 : 1 , 11098 : 1 , } 
0026 {11689 : 1 , } 
0027 {11283 : 1 , 11687 : 1 , } 
0028 {11664 : 1 , } 
0029 {11481 : 1 , 11565 : 1 , 11614 : 1 , } 
0030 {11052 : 1 , 11128 : 1 , 11578 : 1 , 11622 : 1 , } 
0031 {11090 : 1 , } 
0032 {11112 : 1 , 11478 : 1 , 11503 : 1 , 11621 : 1 , } 
0033 {11153 : 1 , 11340 : 1 , 11424 : 1 , 11429 : 1 , 11439 : 1 , } 
0034 {11634 : 1 , } 
0036 {11304 : 1 , 11529 : 1 , } 
0037 {11027 : 1 , 11067 : 1 , 11433 : 1 , 11470 : 1 , 11476 : 1 , } 
0038 {11272 : 1 , 11570 : 1 , } 
0040 {11133 : 1 , 11276 : 1 , 11377 : 1 , 11644 : 1 , } 
0041 {11233 : 1 , 11409 : 1 , 11564 : 1 , } 
0042 {11036 : 1 , 11629 : 1 , } 
0043 {11018 : 1 , 11193 : 1 , 11410 : 1 , 11499 : 1 , } 
0044 {11338 : 1 , 11364 : 1 , 11369 : 1 , } 
0045 {11371 : 1 , 11411 : 1 , 11549 : 1 , 11568 : 1 , 11583 : 1 , } 
0046 {11017 : 1 , 11109 : 1 , 11113 : 1 , 11156 : 1 , 11307 : 1 , 11666 : 1 , 11667 : 1 , } 
0047 {11282 : 1 , 11494 : 1 , } 
0048 {11130 : 1 , 11479 : 1 , } 
0049 {11019 : 1 , 11060 : 1 , 11088 : 1 , 11132 : 1 , 11145 : 1 , 11321 : 1 , 11337 : 1 , 11393 : 1 , 11435 : 1 , 11477 : 1 , 11605 : 1 , } 
0050 {11484 : 1 , 11598 : 1 , } 
0051 {11229 : 1 , 11300 : 1 , 11317 : 1 , 11347 : 1 , 11626 : 1 , 11684 : 1 , } 
0052 {11097 : 1 , 11147 : 1 , 11432 : 1 , 11528 : 1 , 11577 : 1 , } 
0053 {11267 : 1 , 11298 : 1 , 11336 : 1 , 11527 : 1 , 11550 : 1 , 11553 : 1 , 11561 : 1 , 11690 : 1 , } 
0054 {11065 : 1 , 11185 : 1 , 11284 : 1 , 11408 : 1 , 11428 : 1 , 11651 : 1 , 11696 : 1 , } 
0055 {11068 : 1 , 11443 : 1 , } 
0056 {11004 : 1 , 11051 : 1 , 11086 : 1 , 11110 : 1 , 11117 : 1 , 11308 : 1 , 11349 : 1 , } 
0057 {11129 : 1 , 11306 : 1 , 11618 : 1 , 11636 : 1 , 11657 : 1 , } 
0058 {11125 : 1 , 11266 : 1 , 11416 : 1 , } 
0059 {11168 : 1 , 11197 : 1 , 11542 : 1 , 11567 : 1 , 11619 : 1 , } 
0060 {11126 : 1 , 11425 : 1 , 11693 : 1 , } 
0061 {11134 : 1 , 11354 : 1 , 11448 : 1 , 11483 : 1 , } 
0062 {11142 : 1 , 11256 : 1 , 11314 : 1 , 11405 : 1 , 11623 : 1 , 11635 : 1 , } 
0063 {11047 : 1 , 11588 : 1 , 11700 : 1 , } 
0064 {11003 : 1 , 11046 : 1 , 11339 : 1 , } 
0065 {11005 : 1 , 11264 : 1 , 11334 : 1 , 11413 : 1 , 11538 : 1 , 11543 : 1 , 11683 : 1 , } 
0066 {11695 : 1 , 11704 : 1 , } 
0067 {11268 : 1 , 11318 : 1 , 11418 : 1 , 11475 : 1 , 11589 : 1 , 11620 : 1 , 11630 : 1 , 11679 : 1 , } 
0068 {11460 : 1 , 11585 : 1 , 11599 : 1 , 11643 : 1 , 11705 : 1 , } 
0069 {11160 : 1 , 11166 : 1 , 11196 : 1 , 11312 : 1 , 11355 : 1 , 11441 : 1 , 11678 : 1 , } 
0070 {11031 : 1 , 11058 : 1 , 11146 : 1 , 11415 : 1 , 11452 : 1 , 11676 : 1 , } 
0071 {11111 : 1 , 11407 : 1 , 11515 : 1 , } 
0072 {11034 : 1 , 11092 : 1 , 11329 : 1 , 11333 : 1 , 11506 : 1 , 11569 : 1 , 11604 : 1 , } 
0073 {11095 : 1 , 11274 : 1 , 11412 : 1 , 11673 : 1 , } 
0074 {11028 : 1 , 11227 : 1 , 11237 : 1 , 11446 : 1 , 11457 : 1 , 11510 : 1 , } 
0075 {11106 : 1 , 11177 : 1 , 11236 : 1 , 11320 : 1 , 11631 : 1 , 11653 : 1 , } 
0076 {11104 : 1 , 11158 : 1 , 11633 : 1 , 11641 : 1 , } 
0077 {11030 : 1 , 11093 : 1 , 11465 : 1 , 11534 : 1 , } 
0078 {11089 : 1 , 11138 : 1 , 11539 : 1 , 11646 : 1 , } 
0079 {11032 : 1 , 11181 : 1 , 11328 : 1 , 11419 : 1 , } 
0080 {11074 : 1 , 11096 : 1 , 11173 : 1 , 11305 : 1 , 11546 : 1 , } 
0081 {11302 : 1 , 11490 : 1 , 11579 : 1 , } 
0083 {11335 : 1 , 11497 : 1 , 11576 : 1 , 11586 : 1 , } 
0084 {11002 : 1 , 11015 : 1 , 11048 : 1 , 11059 : 1 , 11085 : 1 , 11191 : 1 , 11201 : 1 , 11221 : 1 , 11265 : 1 , 11656 : 1 , } 
0085 {11054 : 1 , 11228 : 1 , 11261 : 1 , 11359 : 1 , 11521 : 1 , 11540 : 1 , } 
0086 {11001 : 1 , 11016 : 1 , 11220 : 1 , 11262 : 1 , 11688 : 1 , } 
0087 {11029 : 1 , 11102 : 1 , 11296 : 1 , 11348 : 1 , 11396 : 1 , 11454 : 1 , 11523 : 1 , 11663 : 1 , 11694 : 1 , } 
0088 {11050 : 1 , 11101 : 1 , 11174 : 1 , 11257 : 1 , 11345 : 1 , 11498 : 1 , 11505 : 1 , 11617 : 1 , 11712 : 1 , } 
0089 {11309 : 1 , 11468 : 1 , 11581 : 1 , 11698 : 1 , } 
0090 {11206 : 1 , 11208 : 1 , 11322 : 1 , 11327 : 1 , 11379 : 1 , 11403 : 1 , 11434 : 1 , 11450 : 1 , 11649 : 1 , 11685 : 1 , } 
0091 {11039 : 1 , 11195 : 1 , 11205 : 1 , 11241 : 1 , 11244 : 1 , 11301 : 1 , 11332 : 1 , 11551 : 1 , 11562 : 1 , 11710 : 1 , } 
0092 {11044 : 1 , 11122 : 1 , 11186 : 1 , 11190 : 1 , 11211 : 1 , 11294 : 1 , 11367 : 1 , 11431 : 1 , 11493 : 1 , 11517 : 1 , } 
0093 {11131 : 1 , 11175 : 1 , 11248 : 1 , 11297 : 1 , 11362 : 1 , 11381 : 1 , 11401 : 1 , 11642 : 1 , 11645 : 1 , 11659 : 1 , } 
0094 {11021 : 1 , 11035 : 1 , 11070 : 1 , 11170 : 1 , 11391 : 1 , 11423 : 1 , 11449 : 1 , 11509 : 1 , } 
0095 {11010 : 1 , 11080 : 1 , 11118 : 1 , 11179 : 1 , 11249 : 1 , 11356 : 1 , 11370 : 1 , 11444 : 1 , 11445 : 1 , 11466 : 1 , 11613 : 1 , 11639 : 1 , 11655 : 1 , } 
0096 {11150 : 1 , 11163 : 1 , 11402 : 1 , 11447 : 1 , 11555 : 1 , 11602 : 1 , 11661 : 1 , 11674 : 1 , } 
0097 {11020 : 1 , 11042 : 1 , 11081 : 1 , 11183 : 1 , 11209 : 1 , 11273 : 1 , 11382 : 1 , 11437 : 1 , 11451 : 1 , 11665 : 1 , 11675 : 1 , 11680 : 1 , } 
0098 {11040 : 1 , 11056 : 1 , 11100 : 1 , 11204 : 1 , 11213 : 1 , 11240 : 1 , 11299 : 1 , 11341 : 1 , 11360 : 1 , 11398 : 1 , 11467 : 1 , 11482 : 1 , 11489 : 1 , 11522 : 1 , 11552 : 1 , 11597 : 1 , 11669 : 1 , 11677 : 1 , } 
0099 {11014 : 1 , 11037 : 1 , 11169 : 1 , 11184 : 1 , 11222 : 1 , 11225 : 1 , 11365 : 1 , 11414 : 1 , 11430 : 1 , } 
00:22:15.09 {11169 : 1 , } 
00:59:46.55 {11170 : 1 , } 
0100 {11105 : 1 , 11121 : 1 , 11143 : 1 , 11217 : 1 , 11223 : 1 , 11226 : 1 , 11246 : 1 , 11254 : 1 , 11269 : 1 , 11310 : 1 , 11395 : 1 , 11453 : 1 , 11557 : 1 , } 
0101 {11009 : 1 , 11062 : 1 , 11149 : 1 , 11161 : 1 , 11167 : 1 , 11219 : 1 , 11263 : 1 , 11386 : 1 , 11390 : 1 , 11463 : 1 , 11524 : 1 , 11544 : 1 , 11594 : 1 , 11681 : 1 , } 
0102 {11022 : 1 , 11114 : 1 , 11180 : 1 , 11243 : 1 , 11255 : 1 , 11324 : 1 , 11378 : 1 , 11485 : 1 , 11486 : 1 , 11548 : 1 , 11627 : 1 , 11708 : 1 , 11711 : 1 , } 
0103 {11007 : 1 , 11008 : 1 , 11135 : 1 , 11203 : 1 , 11238 : 1 , 11253 : 1 , 11346 : 1 , 11638 : 1 , 11648 : 1 , 11658 : 1 , 11706 : 1 , } 
0104 {11099 : 1 , 11200 : 1 , 11212 : 1 , 11440 : 1 , 11502 : 1 , 11518 : 1 , 11566 : 1 , 11624 : 1 , } 
0105 {11038 : 1 , 11137 : 1 , 11189 : 1 , 11231 : 1 , 11260 : 1 , 11271 : 1 , 11319 : 1 , 11374 : 1 , 11400 : 1 , 11464 : 1 , 11473 : 1 , 11514 : 1 , 11525 : 1 , 11536 : 1 , 11545 : 1 , 11575 : 1 , 11600 : 1 , 11672 : 1 , } 
0106 {11011 : 1 , 11076 : 1 , 11120 : 1 , 11188 : 1 , 11199 : 1 , 11215 : 1 , 11235 : 1 , 11258 : 1 , 11280 : 1 , 11315 : 1 , 11323 : 1 , 11342 : 1 , 11351 : 1 , 11361 : 1 , 11389 : 1 , 11461 : 1 , 11472 : 1 , 11474 : 1 , 11504 : 1 , 11530 : 1 , 11532 : 1 , 11582 : 1 , 11587 : 1 , 11603 : 1 , 11606 : 1 , } 
0107 {11053 : 1 , 11083 : 1 , 11171 : 1 , 11172 : 1 , 11230 : 1 , 11247 : 1 , 11287 : 1 , 11311 : 1 , 11358 : 1 , 11368 : 1 , 11376 : 1 , 11383 : 1 , 11404 : 1 , 11427 : 1 , 11491 : 1 , } 
0108 {11107 : 1 , 11202 : 1 , 11242 : 1 , 11252 : 1 , 11279 : 1 , 11313 : 1 , 11363 : 1 , 11387 : 1 , 11507 : 1 , 11520 : 1 , 11560 : 1 , 11563 : 1 , 11625 : 1 , 11632 : 1 , 11650 : 1 , 11654 : 1 , } 
0109 {11025 : 1 , 11136 : 1 , 11144 : 1 , 11155 : 1 , 11165 : 1 , 11178 : 1 , 11192 : 1 , 11214 : 1 , 11372 : 1 , 11373 : 1 , 11397 : 1 , 11487 : 1 , 11516 : 1 , 11526 : 1 , 11558 : 1 , 11615 : 1 , 11671 : 1 , 11709 : 1 , } 
0110 {11055 : 1 , 11075 : 1 , 11123 : 1 , 11151 : 1 , 11234 : 1 , 11325 : 1 , 11331 : 1 , 11357 : 1 , 11508 : 1 , 11637 : 1 , 11703 : 1 , } 
0111 {11033 : 1 , 11078 : 1 , 11103 : 1 , 11124 : 1 , 11352 : 1 , 11406 : 1 , 11455 : 1 , 11492 : 1 , 11559 : 1 , 11707 : 1 , } 
0112 {11013 : 1 , 11024 : 1 , 11182 : 1 , 11232 : 1 , 11239 : 1 , 11250 : 1 , 11291 : 1 , 11303 : 1 , 11366 : 1 , 11388 : 1 , 11392 : 1 , 11590 : 1 , 11647 : 1 , } 
0113 {11141 : 1 , 11157 : 1 , 11216 : 1 , 11224 : 1 , 11285 : 1 , 11343 : 1 , 11459 : 1 , 11533 : 1 , 11541 : 1 , 11652 : 1 , 11670 : 1 , } 
0114 {11045 : 1 , 11108 : 1 , 11119 : 1 , 11148 : 1 , 11251 : 1 , 11316 : 1 , 11350 : 1 , 11438 : 1 , 11442 : 1 , 11456 : 1 , 11535 : 1 , } 
0115 {11187 : 1 , 11194 : 1 , 11198 : 1 , 11210 : 1 , 11218 : 1 , 11270 : 1 , 11344 : 1 , } 
0116 {11063 : 1 , 11087 : 1 , 11094 : 1 , 11176 : 1 , 11245 : 1 , 11512 : 1 , } 
